Card_ID,Card_Type,Client_ID,Type_Client,Account_ID,Card_Number,CVV,Expiration_Date,Issuing_Bank,Credit_Limit,Available_Balance,Status,Created_At,credit_card_usage
16b00974-6d10-4d56-8a6c-f82e35e8d62f,DEBIT,325,Individual,af1e59b5-33f9-4cc1-8209-958472bae10d,4540883983093268,116,2026-07-21,Welford Bank,0.0,0.0,ACTIVE,2025-03-19,
22d65adc-303f-491b-ac96-341422fea5d2,CREDIT,326,Individual,99341230-dbe4-45ed-b5d5-1c28c19db637,4540042810868745,277,2028-02-28,Welford Bank,5150.22,4718.73,ACTIVE,2025-04-28,0.0838
44b49697-327f-4b72-82cc-a8da85f06eff,CREDIT,327,Individual,ac5662d7-60d7-4f7c-b286-b751c98bad2e,4540525181409912,914,2029-03-28,Welford Bank,9278.72,4963.36,INACTIVE,2025-04-12,0.4651
dd81b669-afe6-4811-b4eb-969841ddd780,DEBIT,327,Individual,36627c2b-16ca-4e15-a4f5-dfcc62c04182,4540924772682174,187,2030-01-12,Welford Bank,0.0,0.0,INACTIVE,2025-01-03,
ba0ea540-eae1-466b-9b11-1cff9cddbc30,DEBIT,328,Individual,82f8ecdf-d86e-4464-910d-b2170a449116,4540577796566067,855,2028-03-23,Welford Bank,0.0,0.0,ACTIVE,2022-02-19,
87b3db6a-638d-4206-af38-0e7e62e7219f,DEBIT,328,Individual,8699e24c-83b9-4fa5-ae22-13112d037a0f,4540511577154139,132,2028-11-08,Welford Bank,0.0,0.0,ACTIVE,2024-11-10,
271e7aa7-21c5-4704-86cd-c0ca5b54d5e1,CREDIT,330,Empresa,78f1c6e5-1214-4f3d-ad83-3c76e61fa00f,4540906257885967,279,2029-11-24,Welford Bank,2010.98,459.93,ACTIVE,2024-08-20,0.7713
c8650439-b302-4986-9994-9029c80d67c3,DEBIT,330,Empresa,78f1c6e5-1214-4f3d-ad83-3c76e61fa00f,4540059957163158,501,2029-12-11,Welford Bank,0.0,0.0,ACTIVE,2025-02-12,
48277c2d-745f-408f-9f04-2f86ac7a14e7,CREDIT,331,Individual,2c1abf0b-b507-4f24-ae4b-438224a4d6f3,4540315810999596,191,2028-10-02,Welford Bank,7517.95,784.13,INACTIVE,2023-09-05,0.8957
8e71e924-213d-40ae-9279-82b2718d8c85,CREDIT,332,Individual,cbaaee52-c269-438a-95a5-3e8755b3b963,4540885493633619,866,2027-11-20,Welford Bank,2352.78,2271.9,ACTIVE,2024-08-01,0.0344
67cdc9a8-77df-465d-a1cb-067ece3302e7,CREDIT,332,Individual,cbaaee52-c269-438a-95a5-3e8755b3b963,4540481944144568,247,2028-10-10,Welford Bank,9588.9,1712.41,ACTIVE,2023-03-15,0.8214
a3fbdb32-b4c5-4709-9f98-2f199f894f46,DEBIT,334,Individual,5d391541-2b15-4bf7-9773-dd2aedb1a480,4540059432010521,431,2027-06-21,Welford Bank,0.0,0.0,ACTIVE,2025-04-23,
766e9e88-7831-4457-a499-1b9fe5df79cc,DEBIT,334,Individual,24a79887-e67b-4d6d-9227-9d39c0335c64,4540670726251079,421,2028-10-29,Welford Bank,0.0,0.0,INACTIVE,2024-12-13,
0ec5b3ca-a426-46b9-8970-0d5f8477da5f,DEBIT,335,Empresa,d5aac6b0-567b-436a-a49b-9af8f7c11e9a,4540522204294664,312,2028-05-12,Welford Bank,0.0,0.0,ACTIVE,2025-05-13,
fc336caa-c663-456a-a533-34edd1a32b36,CREDIT,337,Empresa,eb286f08-4dbc-4ecc-9453-5eb274026655,4540900239762594,915,2028-04-13,Welford Bank,6328.43,2862.59,INACTIVE,2021-08-25,0.5477
869334b7-7725-4852-aa41-d106b7baa2f3,DEBIT,338,Individual,11d95795-c4e4-4299-9a0d-82936b876e37,4540976597692697,540,2027-02-15,Welford Bank,0.0,0.0,INACTIVE,2025-05-03,
350c5bf9-8b25-4625-bde9-ae4ffba89d2a,DEBIT,339,Individual,a37d1b9d-2a57-42d9-9cbe-25b391c87f4d,4540684783222659,774,2026-11-02,Welford Bank,0.0,0.0,INACTIVE,2025-04-18,
8b21c4e6-8e1a-404d-a0ba-b0faf1c70b8d,DEBIT,340,Empresa,a1953e8a-2a56-4ac0-bd82-8a1f64784c19,4540988888969638,502,2027-08-20,Welford Bank,0.0,0.0,INACTIVE,2025-02-07,
14b5d412-1fd2-4b57-98af-6e478cc7be50,CREDIT,341,Individual,890f5a55-483b-411e-af13-8d3dbcebe744,4540147763349614,431,2028-07-05,Welford Bank,8082.89,5834.68,INACTIVE,2025-05-12,0.2781
44c96ddf-190e-430d-99ce-8017bedc14bb,DEBIT,341,Individual,890f5a55-483b-411e-af13-8d3dbcebe744,4540104936205647,130,2028-09-19,Welford Bank,0.0,0.0,ACTIVE,2025-05-08,
e886d854-7f31-43ce-8a47-c9d408964950,DEBIT,343,Individual,d5609b2c-385d-468a-9672-2d60acad4687,4540664426604434,912,2028-07-26,Welford Bank,0.0,0.0,INACTIVE,2024-04-11,
4023c4c6-e3ce-49af-b407-b49a279d9244,CREDIT,343,Individual,9b34afff-16f8-40d8-a12e-503e9e734e75,4540473074917417,773,2027-06-13,Welford Bank,5516.58,1508.97,ACTIVE,2024-03-16,0.7265
030c560d-001d-4a67-9e7b-3476bb5f69b4,DEBIT,344,Individual,18dc8238-7363-4d90-a2a6-15f9f5b1a89c,4540876120813292,699,2029-07-21,Welford Bank,0.0,0.0,ACTIVE,2023-08-29,
6eb71456-a28a-4673-a54d-7b574349ef8b,CREDIT,345,Empresa,73cb528f-cafd-43a7-b71a-a2f392ef784e,4540463825065334,173,2028-12-21,Welford Bank,9447.57,1059.19,ACTIVE,2024-09-19,0.8879
f092e04e-2d56-488d-b3ec-a8316b418809,DEBIT,347,Empresa,b7898c69-9812-4bd4-a264-e5ed76d82a7e,4540987708814459,532,2028-09-13,Welford Bank,0.0,0.0,INACTIVE,2025-05-12,
a5083d04-fe8e-483c-8d63-7672d3444169,DEBIT,348,Individual,e403d157-dae3-4cd3-904d-acd5bcda4d63,4540452032116785,510,2028-08-12,Welford Bank,0.0,0.0,ACTIVE,2025-05-13,
410ff52d-76dc-4acf-878b-2523143041d5,DEBIT,349,Individual,edb4026c-1bb2-4fb2-8b49-d1cc812a7396,4540545471017294,333,2029-12-26,Welford Bank,0.0,0.0,ACTIVE,2024-09-20,
ce592bdd-3539-488d-8c7f-b490d2992bb0,DEBIT,349,Individual,5234a853-984b-47a9-9ca2-8b87778c1034,4540189472565896,230,2028-04-08,Welford Bank,0.0,0.0,ACTIVE,2024-11-03,
86a4b7cf-1379-41e7-aaaf-ef68bb290cde,DEBIT,350,Empresa,726f2a84-b992-4f93-98d0-489360d70430,4540912956776343,001,2029-10-23,Welford Bank,0.0,0.0,INACTIVE,2025-03-21,
d58af702-04b2-4195-86f1-418634d87c13,CREDIT,350,Empresa,d31add47-1e6d-45e8-b513-f8bb5bcdacf4,4540172361835359,940,2027-12-01,Welford Bank,8348.92,2168.33,INACTIVE,2023-01-04,0.7403
08f3e094-ce68-4aba-9e10-ac753f858ae5,DEBIT,350,Empresa,d31add47-1e6d-45e8-b513-f8bb5bcdacf4,4540398145488112,822,2028-09-28,Welford Bank,0.0,0.0,ACTIVE,2023-04-24,
67be09d1-c55f-4a2e-9fa1-29fb4f85a5ab,CREDIT,351,Individual,7fc97283-0ac4-48b1-88d1-7f59c9ec2867,4540585612560286,548,2027-01-09,Welford Bank,2489.01,459.37,INACTIVE,2024-10-30,0.8154
c62b2b52-de2c-4808-96ee-4ee2ac43d815,CREDIT,351,Individual,3d6f5217-a0f2-4fa6-bba4-2ec8af3c47ac,4540531358330636,649,2029-04-05,Welford Bank,5445.87,5130.56,INACTIVE,2025-02-15,0.0579
85487db4-6973-45bc-bd0b-9c0c5f39c518,CREDIT,351,Individual,3d6f5217-a0f2-4fa6-bba4-2ec8af3c47ac,4540562636186188,398,2027-05-14,Welford Bank,7847.53,2299.88,ACTIVE,2024-02-11,0.7069
26d34840-96ff-4ed3-8e90-0980b8667280,DEBIT,352,Individual,8b1990ec-5a3e-4529-92cc-402d74769545,4540206752338388,283,2027-12-20,Welford Bank,0.0,0.0,ACTIVE,2024-08-06,
60417870-db15-4d75-a5b4-a3a66536f9c1,DEBIT,352,Individual,8b1990ec-5a3e-4529-92cc-402d74769545,4540200600143317,267,2028-11-20,Welford Bank,0.0,0.0,INACTIVE,2024-11-01,
964e3b38-27f8-4753-aea3-507f583f3d61,DEBIT,353,Individual,62083c0d-20d8-4791-b72f-8aeb01a5506e,4540474039394019,088,2027-02-15,Welford Bank,0.0,0.0,INACTIVE,2025-04-19,
7aab05cf-9e75-479e-8bdc-0da48cf340c0,DEBIT,354,Individual,cabccffe-5247-45b2-af16-db9f4f8ea47c,4540266459476646,637,2028-05-15,Welford Bank,0.0,0.0,ACTIVE,2025-04-06,
b844752b-08f9-4159-ba80-e8b27da8bfb5,DEBIT,355,Individual,a2111523-43e7-43fd-a7b0-05f7137f40aa,4540332993041533,553,2029-12-28,Welford Bank,0.0,0.0,INACTIVE,2025-02-05,
19a987ad-83ac-497d-b24b-d7a781604e57,CREDIT,355,Individual,a2111523-43e7-43fd-a7b0-05f7137f40aa,4540820176332907,618,2028-08-08,Welford Bank,8394.91,8046.64,ACTIVE,2025-03-08,0.0415
b4f19da5-b763-41a2-a3a6-af1115d86341,DEBIT,356,Individual,f415242f-7760-4053-a373-cb36f091f3a3,4540339010675783,505,2027-07-30,Welford Bank,0.0,0.0,ACTIVE,2025-04-20,
9bd3bf9b-dfa5-4a80-9a0f-6df143511b1f,CREDIT,357,Individual,0db1a18b-5ba4-4c55-8a1a-fd823f034952,4540723381458954,339,2026-06-09,Welford Bank,9506.75,228.74,ACTIVE,2025-02-04,0.9759
f0c1e7b0-fdf1-4aa1-9b60-d2284b032432,CREDIT,358,Empresa,7bef961b-9869-47d3-841a-2982acc7bbc5,4540350498744460,583,2026-10-19,Welford Bank,6539.34,2445.63,ACTIVE,2023-04-13,0.626
5f6c56eb-85e6-4c52-9dad-d95eefacc112,DEBIT,358,Empresa,fe573db8-2d19-47f1-9036-b41088ac1a70,4540441346005322,748,2026-06-05,Welford Bank,0.0,0.0,ACTIVE,2025-02-14,
a8315f14-2347-4f55-b395-b6484abbbca4,DEBIT,360,Individual,73b4fe66-ba80-4796-8f17-572440612497,4540673964838084,495,2029-08-22,Welford Bank,0.0,0.0,ACTIVE,2025-04-02,
4a74b17c-5e24-4e50-82d4-87a4fa0c3c45,CREDIT,360,Individual,73b4fe66-ba80-4796-8f17-572440612497,4540356997719910,837,2030-05-07,Welford Bank,4925.64,3080.47,INACTIVE,2025-04-23,0.3746
7fc9b4bc-05b6-42e5-a9dc-39a8e7e3effa,DEBIT,361,Individual,893f4018-9800-4728-8752-3910351485d6,4540414357080240,727,2026-08-01,Welford Bank,0.0,0.0,INACTIVE,2025-01-16,
493a5cdd-3e38-4c84-a3aa-39886a6e7c63,DEBIT,361,Individual,893f4018-9800-4728-8752-3910351485d6,4540757464375412,795,2026-08-01,Welford Bank,0.0,0.0,INACTIVE,2025-01-07,
2c135c6e-2f28-404d-b385-fc3a0a43a8b0,CREDIT,362,Individual,6a8e29eb-950d-4b6c-bc02-3dbc7be490c9,4540039953505612,735,2026-06-27,Welford Bank,3275.39,1539.58,ACTIVE,2022-12-08,0.53
248c69e5-4ddc-4027-a7b7-eb997e63bc36,DEBIT,363,Individual,b11d3744-089f-4811-9dab-f77a9a3c7f33,4540150434551904,999,2026-12-07,Welford Bank,0.0,0.0,ACTIVE,2024-12-22,
79962eb4-3416-4e28-8ff7-fb0da26d0eb9,DEBIT,363,Individual,b11d3744-089f-4811-9dab-f77a9a3c7f33,4540960154969432,896,2030-03-09,Welford Bank,0.0,0.0,INACTIVE,2025-02-07,
baff1ee9-9c9c-4d78-8112-aa33b68d038f,DEBIT,365,Empresa,e397d20f-787a-4d28-b452-2e3bd68b7f33,4540587907240320,747,2030-03-20,Welford Bank,0.0,0.0,INACTIVE,2023-02-24,
0121c000-cf66-4bca-ab99-7250cf40d7fe,CREDIT,365,Empresa,5eacfd1e-381c-49bb-9dd4-46243d7694b7,4540204503063618,742,2028-09-09,Welford Bank,8652.53,8285.52,INACTIVE,2024-12-09,0.0424
c7184f4f-e5d3-4098-a4cb-0eaad08d01ea,DEBIT,366,Individual,52a8a8ba-3736-4830-b9c5-d8d4ec540ab3,4540097887519884,069,2029-09-01,Welford Bank,0.0,0.0,INACTIVE,2024-01-18,
137bc33f-fd98-405c-8c8a-51d981b6e99a,DEBIT,367,Individual,2b1ae39c-1598-453e-86f2-301aebec0fb3,4540767422174037,496,2028-08-17,Welford Bank,0.0,0.0,ACTIVE,2024-06-13,
191ab069-fe1b-41f4-81d9-c37d26ae5b0c,DEBIT,368,Individual,4dafda24-4240-48ed-bcc5-427b7a99a09f,4540589459281268,224,2027-09-22,Welford Bank,0.0,0.0,ACTIVE,2025-05-14,
23e7bd06-a28c-4fe5-8243-f05a09b5fe76,DEBIT,368,Individual,4dafda24-4240-48ed-bcc5-427b7a99a09f,4540177967906129,816,2029-09-03,Welford Bank,0.0,0.0,ACTIVE,2025-05-12,
5543f0d5-5b72-41cd-9869-cbcf26c1a7e5,CREDIT,370,Empresa,e75d039e-3467-4fcc-aada-bac6cd983ae9,4540275494726702,813,2028-10-10,Welford Bank,3758.64,195.79,ACTIVE,2025-04-20,0.9479
14018ae2-7b97-4253-887e-d9861900563f,CREDIT,371,Individual,6f19e29a-2e8b-45fe-848e-20a41db0b69e,4540641660137628,891,2027-03-06,Welford Bank,2644.48,1308.5,INACTIVE,2025-04-25,0.5052
f87c4431-9665-4a21-a355-99454d626906,CREDIT,371,Individual,a8480dc7-a58a-4417-923e-edcad7713514,4540824338679679,134,2029-01-21,Welford Bank,1855.36,498.51,INACTIVE,2025-05-12,0.7313
acd70a7c-9e53-4192-a87e-ce2b1ad17ce1,DEBIT,372,Individual,21f95ff4-3861-4d7a-bb86-6e58e3551c1e,4540875922149082,724,2030-02-17,Welford Bank,0.0,0.0,INACTIVE,2023-09-18,
b17d46db-139b-4297-abb6-4903e1002b4e,DEBIT,372,Individual,7d93434d-c4dd-42e5-a05b-abb4b38f30a6,4540587544914610,697,2028-03-23,Welford Bank,0.0,0.0,INACTIVE,2024-06-06,
b2a667e0-5d03-43d5-a4d7-3b113fc9593d,DEBIT,373,Empresa,1c9e17a3-d07a-44a2-8b8c-26b6be1dbbe5,4540894717087256,606,2026-06-04,Welford Bank,0.0,0.0,INACTIVE,2025-03-10,
9badecb6-33ef-484c-9c69-bc1fdcd65235,DEBIT,373,Empresa,ba99d45b-4ada-4531-b334-4dcfa65c926e,4540297712671555,424,2028-01-24,Welford Bank,0.0,0.0,ACTIVE,2025-03-07,
d4c7e042-e9ee-4a9d-b55a-5acaf79832bf,DEBIT,374,Individual,ea8645ce-d433-42b7-a76f-794668c2a4a1,4540336128794559,720,2027-02-07,Welford Bank,0.0,0.0,ACTIVE,2023-07-05,
6a16f1ac-9a35-4c86-8fbc-a7a1aab7fc2e,DEBIT,375,Individual,cd1f7b26-bb9f-40be-95ce-17a25b76ab87,4540833242573624,153,2026-06-07,Welford Bank,0.0,0.0,ACTIVE,2024-08-08,
015c8144-eac1-4dc3-9843-c15a00516905,CREDIT,376,Individual,73532032-96e3-46ad-afd2-473ecae378da,4540489880042444,497,2029-06-04,Welford Bank,6826.45,4146.2,INACTIVE,2022-01-04,0.3926
1fa435ec-6d85-43b8-9ba7-2a1296587ab1,DEBIT,377,Individual,fe8aae85-0be3-4687-b05b-945a4ce58611,4540764895267357,326,2029-11-27,Welford Bank,0.0,0.0,ACTIVE,2023-04-28,
2a252d72-3cfc-4168-b67b-5a69eac73f09,CREDIT,378,Individual,538518d5-9d64-4a4a-9373-8806442da75d,4540211418132680,325,2029-07-23,Welford Bank,5757.32,5202.63,INACTIVE,2023-01-26,0.0963
1ec3a834-f42e-4732-830a-86d7c6cfd82d,DEBIT,378,Individual,19a542ee-23b6-4480-8446-fe8288b6d482,4540834382825339,581,2028-10-26,Welford Bank,0.0,0.0,ACTIVE,2023-02-05,
da6fc539-3d88-475c-94fd-6f69e73fd349,DEBIT,378,Individual,267a6035-c03d-43d9-8230-be971a547f6c,4540325859793465,629,2029-09-20,Welford Bank,0.0,0.0,INACTIVE,2022-11-27,
f8aff155-67ad-42d1-81fe-22ed5e7f826a,CREDIT,379,Individual,6192f0a8-d3a6-4c3e-bd96-707fdbafb60e,4540980229115075,269,2028-04-22,Welford Bank,4478.65,2091.46,ACTIVE,2025-04-12,0.533
6543c0d4-3125-4552-9e06-775d00cfeb9a,DEBIT,379,Individual,6192f0a8-d3a6-4c3e-bd96-707fdbafb60e,4540771912036431,247,2027-07-22,Welford Bank,0.0,0.0,ACTIVE,2025-03-25,
8b09aa65-6884-4e7c-be7d-aca8e1daaf03,DEBIT,380,Individual,83fe7f91-7a89-4a0e-adeb-2bcde6020905,4540116944996490,706,2029-08-04,Welford Bank,0.0,0.0,INACTIVE,2024-11-30,
ed3db216-1454-44ec-a140-96341c41dcfd,CREDIT,380,Individual,83fe7f91-7a89-4a0e-adeb-2bcde6020905,4540146098036320,008,2030-01-02,Welford Bank,9998.79,6867.12,ACTIVE,2025-01-24,0.3132
03f5d898-57d8-40db-b12f-d76b29352c27,DEBIT,380,Individual,75284c15-093a-4641-a931-9ddba8641f0d,4540075374506580,560,2030-02-13,Welford Bank,0.0,0.0,ACTIVE,2025-03-18,
a6511200-7ba0-4716-bcc7-f579fc2740ce,CREDIT,381,Individual,bdc3e00b-6208-4ddd-8a07-f8f9a08cdf88,4540077109083035,596,2026-12-05,Welford Bank,9131.64,1123.47,ACTIVE,2025-04-28,0.877
33319203-f472-4c72-9707-6adb74a150fb,CREDIT,381,Individual,87f3cefa-db1e-462f-b3b4-360ff6fbb766,4540457654479862,906,2026-08-23,Welford Bank,7915.84,778.38,ACTIVE,2024-11-12,0.9017
d0e7b8cf-c904-44c8-ab95-db5e86f5e681,DEBIT,382,Individual,3c8f523c-6b36-406d-a3cc-a25e51d6555d,4540008696261583,389,2027-12-15,Welford Bank,0.0,0.0,INACTIVE,2025-01-25,
32d27df7-b239-4668-8ac6-d8c6ff31ef81,DEBIT,382,Individual,3c8f523c-6b36-406d-a3cc-a25e51d6555d,4540319021155970,445,2026-12-04,Welford Bank,0.0,0.0,ACTIVE,2025-01-03,
dffe2518-38ab-4e0c-8522-0d4f7bfde9ce,DEBIT,383,Empresa,11127fe2-029e-4675-af19-1f2a0a359a7d,4540322825517348,658,2027-12-05,Welford Bank,0.0,0.0,INACTIVE,2024-06-30,
a2c512d1-da51-4916-bf3a-a105c0d17993,DEBIT,383,Empresa,a64794e5-3628-4256-909c-23451db553a7,4540526255055117,552,2028-12-18,Welford Bank,0.0,0.0,ACTIVE,2025-03-31,
c65da947-be3a-4aeb-ba5a-5ceaa9d4daa4,DEBIT,383,Empresa,a64794e5-3628-4256-909c-23451db553a7,4540329985258195,292,2027-02-25,Welford Bank,0.0,0.0,INACTIVE,2024-12-28,
cf30a072-ce4f-4073-b379-5c7fe217a896,DEBIT,383,Empresa,a883a709-2b90-4475-a12e-1ff7cec0b9d0,4540296406428196,090,2027-03-07,Welford Bank,0.0,0.0,INACTIVE,2025-03-21,
6a458d29-dafe-4372-b492-559f86f32157,DEBIT,383,Empresa,a883a709-2b90-4475-a12e-1ff7cec0b9d0,4540881942715790,296,2026-09-30,Welford Bank,0.0,0.0,ACTIVE,2024-06-25,
e481f0cb-167a-4e94-a065-4913368ae5f3,DEBIT,384,Empresa,3fc25e70-d5eb-46e3-b7b4-a9d6872b2ee2,4540105587990192,117,2027-05-15,Welford Bank,0.0,0.0,INACTIVE,2025-02-10,
cd8cf8ff-98b1-4138-9de3-07628888f105,CREDIT,384,Empresa,3fc25e70-d5eb-46e3-b7b4-a9d6872b2ee2,4540290644207195,092,2029-01-24,Welford Bank,9942.24,6023.5,INACTIVE,2025-03-27,0.3942
feb9ccde-2a44-400d-8fe1-698f16875ed7,CREDIT,385,Individual,9c2c04bf-3923-401c-938b-989bb36fbd25,4540845165775184,977,2029-09-09,Welford Bank,2943.92,1622.55,INACTIVE,2024-05-19,0.4488
b43d7280-6410-464e-b394-1699fc816421,DEBIT,386,Individual,2c23d53f-42fd-420a-b022-d6ba26675770,4540912551723952,659,2030-01-12,Welford Bank,0.0,0.0,ACTIVE,2024-07-06,
384a8180-2e66-4472-8157-e8d0eb4e164a,DEBIT,386,Individual,2c23d53f-42fd-420a-b022-d6ba26675770,4540834484675389,230,2028-08-16,Welford Bank,0.0,0.0,ACTIVE,2024-07-17,
12cd73de-2705-4862-a547-024ea36bedf4,DEBIT,386,Individual,c9f31008-9eff-4d2f-8d4c-12b1dc356c4a,4540269440054894,310,2027-01-14,Welford Bank,0.0,0.0,INACTIVE,2023-11-16,
be6c1952-b6dd-4230-bb4f-66717f710150,DEBIT,386,Individual,c9f31008-9eff-4d2f-8d4c-12b1dc356c4a,4540589041647307,523,2029-11-24,Welford Bank,0.0,0.0,INACTIVE,2023-03-25,
d183e627-474c-4e91-ae14-1a6eed94c559,DEBIT,387,Individual,f35fecb3-7980-420d-868b-b29087ed86a9,4540072712680715,813,2028-11-10,Welford Bank,0.0,0.0,ACTIVE,2025-04-03,
cadbf8c5-3b79-4d2a-b0cf-65a66ae77c67,DEBIT,387,Individual,f35fecb3-7980-420d-868b-b29087ed86a9,4540944643361698,498,2029-03-08,Welford Bank,0.0,0.0,INACTIVE,2025-05-13,
436c8125-8a5a-4d92-b34e-4d2cd623f5ee,DEBIT,388,Individual,b6843792-303c-4f38-a585-844547d6dfbb,4540659698587356,559,2029-03-03,Welford Bank,0.0,0.0,ACTIVE,2025-05-12,
1c8a9295-ce5d-4a55-ae53-890bc519f010,CREDIT,388,Individual,7fae5413-d1ae-4135-ac3f-a8c80656b087,4540311888152116,491,2026-07-02,Welford Bank,5132.87,549.08,ACTIVE,2025-05-13,0.893
1e84a76c-280b-4562-9cec-2122b120f57d,CREDIT,389,Individual,e1b4d900-a3aa-4ac0-96e8-c11092493ab2,4540334464084862,787,2029-03-08,Welford Bank,5331.89,2558.77,INACTIVE,2025-01-26,0.5201
bd7560f0-4204-4095-a27c-0a85355d3434,DEBIT,390,Empresa,1d3ab6c1-6c76-4cfa-8807-6a4e2699bcd3,4540267959917598,499,2030-03-30,Welford Bank,0.0,0.0,ACTIVE,2024-10-21,
4b618fb2-59ed-4a46-8f94-7ab1c58865d9,DEBIT,390,Empresa,d6bc9430-63a6-4721-b901-e915abe61fce,4540302787768965,876,2029-06-06,Welford Bank,0.0,0.0,INACTIVE,2025-03-10,
ff616c6f-c8ae-4343-be76-cb39ea668c7e,CREDIT,391,Individual,56fce701-892b-448e-a400-72e01ec25811,4540811619415738,376,2029-03-14,Welford Bank,4387.67,872.07,ACTIVE,2024-02-15,0.8012
d90fed0a-a886-442b-bb9c-41ebc17fb783,DEBIT,391,Individual,56fce701-892b-448e-a400-72e01ec25811,4540980879059262,100,2027-02-26,Welford Bank,0.0,0.0,INACTIVE,2025-03-01,
44216ca9-ddc6-4447-bf12-e5f103d2e465,DEBIT,392,Individual,f12d0465-30a5-4893-baf1-0e60a775be29,4540580403937058,604,2028-08-27,Welford Bank,0.0,0.0,ACTIVE,2024-11-06,
50b3067c-bee1-4bbf-b528-151edd9397aa,DEBIT,393,Individual,00e18900-2c9d-4ca2-8d05-b47e68de532b,4540662883694536,883,2029-08-24,Welford Bank,0.0,0.0,INACTIVE,2024-11-30,
07e19806-3c1b-4e5a-8d62-0f4e134031fa,DEBIT,394,Individual,fab5ec44-ff61-470c-a880-2f6b16a73b2c,4540610923604738,292,2028-11-02,Welford Bank,0.0,0.0,INACTIVE,2025-04-05,
0b6db9cf-8c01-40ce-8ad8-92baa7a3f2ae,CREDIT,394,Individual,e241b64f-2b1e-42e9-b233-d1d5fe499922,4540753928340886,296,2030-02-10,Welford Bank,7128.03,1255.41,INACTIVE,2023-01-11,0.8239
8005939e-35cc-474b-a6a9-e3f656babd18,DEBIT,397,Individual,588ee811-e3f5-4564-8237-1e1e4da577d9,4540074996458561,362,2027-04-17,Welford Bank,0.0,0.0,INACTIVE,2025-04-02,
68a2b006-e545-4e2f-abf3-8ba145f9aff9,DEBIT,397,Individual,588ee811-e3f5-4564-8237-1e1e4da577d9,4540052572741199,222,2029-05-25,Welford Bank,0.0,0.0,ACTIVE,2025-05-10,
2e531f8e-dcba-4998-88ae-21066ff49d83,CREDIT,397,Individual,cfdac1b0-6705-440f-9810-1ef5800f6d31,4540964087714296,808,2028-11-25,Welford Bank,8033.38,5423.23,ACTIVE,2025-04-08,0.3249
489951bf-9e06-4ea8-8346-07a0adff3f86,DEBIT,398,Individual,8ef0233c-65d0-4903-a965-923543a2bad5,4540471573544171,725,2030-02-13,Welford Bank,0.0,0.0,ACTIVE,2025-05-05,
ed6dedbb-c2f5-4688-927e-48acadb73e93,CREDIT,398,Individual,8ef0233c-65d0-4903-a965-923543a2bad5,4540963376631105,328,2030-05-12,Welford Bank,1973.72,762.19,INACTIVE,2025-04-06,0.6138
3443d036-aa42-469b-8274-e52f3896f177,DEBIT,399,Individual,417ffbd1-b355-49f3-a36e-78ec8750077a,4540694357776393,512,2026-05-31,Welford Bank,0.0,0.0,ACTIVE,2025-04-07,
58002887-fa51-40bb-83bc-8ac51fa58bb9,DEBIT,400,Individual,d00b71fa-39a8-4bf3-91f6-ec23810eef97,4540942636703450,399,2029-05-18,Welford Bank,0.0,0.0,INACTIVE,2025-02-07,
a85ef705-4f12-4ef9-9f1b-7bc902c0f8a1,DEBIT,400,Individual,d00b71fa-39a8-4bf3-91f6-ec23810eef97,4540311852971665,964,2029-03-21,Welford Bank,0.0,0.0,ACTIVE,2025-02-15,
19045bd8-6ca8-4e9a-a437-9519c42d1d9c,CREDIT,401,Individual,a64c5963-0214-4102-b829-4400123c5c9f,4540960844014674,599,2029-08-07,Welford Bank,5652.46,4390.06,INACTIVE,2023-10-07,0.2233
14c871dc-2467-417e-80d9-fe8a2c761448,CREDIT,401,Individual,a64c5963-0214-4102-b829-4400123c5c9f,4540604882756534,962,2028-04-15,Welford Bank,2984.77,2500.04,ACTIVE,2023-12-10,0.1624
f56fec32-fc0a-4ead-b308-f68f3e9d60ed,DEBIT,402,Individual,ba397e3d-00b1-46ef-b823-6be44d2dd459,4540917963969118,304,2028-07-08,Welford Bank,0.0,0.0,INACTIVE,2023-05-08,
95b6845e-2f12-4a1f-abe5-94cf6cb4493d,DEBIT,403,Individual,16f7bca2-8eb3-4ca8-957c-4c205706de05,4540982799362020,850,2027-03-05,Welford Bank,0.0,0.0,ACTIVE,2025-03-24,
060f7313-409c-4fa0-a6c5-c14b9a91012a,CREDIT,405,Individual,d48efdd9-3c1c-4a3a-ac88-e766aafd370c,4540958675251044,349,2028-08-03,Welford Bank,9116.02,8669.54,ACTIVE,2024-05-01,0.049
e3ca36bb-c19c-469e-a640-e8531c1f0f30,DEBIT,405,Individual,d48efdd9-3c1c-4a3a-ac88-e766aafd370c,4540147985260333,656,2028-12-30,Welford Bank,0.0,0.0,INACTIVE,2024-07-20,
4eb6ef18-e8dc-4580-aa2a-21b85ed7497d,CREDIT,406,Individual,c9eaf218-ae99-4153-96ee-0cfde8e6f4f3,4540225580495520,940,2030-03-16,Welford Bank,8959.14,1368.77,INACTIVE,2025-04-18,0.8472
34a9f912-e3e6-4aaa-86bb-6f3b34fed8ea,CREDIT,408,Individual,98574c1e-4b01-47fb-8c9e-effdd6c3ee3b,4540127056265993,092,2026-05-26,Welford Bank,3457.37,2887.8,INACTIVE,2024-03-30,0.1647
