Account_ID,Account_Type,Client_ID,Type_Client,Office_Code,Entity_Code,Check_Digit,Account_Number,Balance,Currency,Interest_Rate,Status,Created_At,income
5cee771a-6ab5-41d1-afd1-fd473627a040,CHECKING,323,Individual,6268,0849,01,7714767979,89752.3,EUR,0.06,ACTIVE,2020-06-03,873.93
374a5867-2d2a-47e5-bc5a-61611f7dbea4,CHECKING,324,Individual,6814,3787,43,7296820820,58669.4,EUR,0.04,ACTIVE,2023-02-27,2747.57
af1e59b5-33f9-4cc1-8209-958472bae10d,SAVINGS,325,Individual,0941,0396,13,1266726482,46462.39,EUR,0.46,INACTIVE,2022-05-01,4302.74
99341230-dbe4-45ed-b5d5-1c28c19db637,SAVINGS,326,Individual,0188,2763,66,7287621528,40469.89,EUR,0.77,ACTIVE,2024-12-20,5710.17
156a1538-3a2e-459e-8195-5eb49414d9fe,CHECKING,326,Individual,7227,6175,01,1716081763,122556.32,EUR,0.03,INACTIVE,2024-12-20,3058.97
ac5662d7-60d7-4f7c-b286-b751c98bad2e,CHECKING,327,Individual,5767,5021,45,6986570409,112293.89,EUR,0.05,INACTIVE,2023-02-09,6902.98
36627c2b-16ca-4e15-a4f5-dfcc62c04182,CHECKING,327,Individual,2837,1189,81,8180292755,13757.96,EUR,0.07,ACTIVE,2023-06-04,7056.48
82f8ecdf-d86e-4464-910d-b2170a449116,CHECKING,328,Individual,8557,0556,81,3068718986,8257.67,EUR,0.01,INACTIVE,2021-10-23,2962.3
8699e24c-83b9-4fa5-ae22-13112d037a0f,CHECKING,328,Individual,5188,9582,47,9416163670,97870.83,EUR,0.07,ACTIVE,2023-05-31,2757.85
fe644724-bfe1-470c-a3c5-f8ed17c61f89,SAVINGS,329,Individual,0884,7701,07,3527435423,104060.11,EUR,1.32,INACTIVE,2024-01-25,5337.11
78f1c6e5-1214-4f3d-ad83-3c76e61fa00f,SAVINGS,330,Empresa,1051,3321,24,2657098763,84454.19,EUR,0.4,INACTIVE,2024-07-17,3755.57
2c1abf0b-b507-4f24-ae4b-438224a4d6f3,SAVINGS,331,Individual,7586,1614,98,9769029312,100589.06,EUR,0.92,INACTIVE,2023-08-12,6881.96
cbaaee52-c269-438a-95a5-3e8755b3b963,CHECKING,332,Individual,4160,8073,74,0290819230,86389.89,EUR,0.06,ACTIVE,2023-01-11,5962.51
37ff6d5e-e620-49e7-a239-ca12f8263a7f,MORTGAGE,333,Individual,8941,7579,65,7023269593,89060.69,EUR,2.23,ACTIVE,2024-06-11,7593.45
1da9ce3c-3cba-4439-9d89-332ae4a3cf1b,CHECKING,334,Individual,3262,2980,71,0956637752,1952.76,EUR,0.05,INACTIVE,2025-03-13,1577.42
5d391541-2b15-4bf7-9773-dd2aedb1a480,CHECKING,334,Individual,6677,4150,15,9877459596,145969.51,EUR,0.08,ACTIVE,2025-04-11,3151.84
24a79887-e67b-4d6d-9227-9d39c0335c64,TERM,334,Individual,7661,7083,41,7694464421,87205.28,EUR,1.35,INACTIVE,2024-11-30,1357.03
d5aac6b0-567b-436a-a49b-9af8f7c11e9a,CHECKING,335,Empresa,8862,7987,65,3022491901,123156.02,EUR,0.1,ACTIVE,2025-04-20,5641.33
10501d57-abf3-4e58-82f1-66c1d0df68c4,CHECKING,336,Individual,9598,8403,13,3701855990,137908.93,EUR,0.09,ACTIVE,2022-09-20,6321.58
eb286f08-4dbc-4ecc-9453-5eb274026655,MORTGAGE,337,Empresa,0221,8156,38,2500800092,27882.8,EUR,1.72,ACTIVE,2020-11-03,1044.81
11d95795-c4e4-4299-9a0d-82936b876e37,SAVINGS,338,Individual,5018,4996,84,9210005959,97426.79,EUR,1.07,ACTIVE,2025-02-11,6730.74
a37d1b9d-2a57-42d9-9cbe-25b391c87f4d,SAVINGS,339,Individual,6436,3922,11,0797314260,20322.08,EUR,0.95,ACTIVE,2023-12-13,5320.4
a1953e8a-2a56-4ac0-bd82-8a1f64784c19,SAVINGS,340,Empresa,4495,8771,10,8500409232,107079.93,EUR,0.22,ACTIVE,2024-03-08,7753.93
890f5a55-483b-411e-af13-8d3dbcebe744,CHECKING,341,Individual,2662,2745,75,6439945119,77463.62,EUR,0.05,INACTIVE,2025-02-05,7347.65
60241861-7f3a-4d15-ad31-2289eb2c1c07,SAVINGS,342,Individual,9774,7034,61,2884028308,36528.94,EUR,1.29,ACTIVE,2024-09-02,7118.04
d5609b2c-385d-468a-9672-2d60acad4687,SAVINGS,343,Individual,5229,3143,99,0360355734,117087.89,EUR,0.44,ACTIVE,2021-11-29,839.68
9b34afff-16f8-40d8-a12e-503e9e734e75,CHECKING,343,Individual,8408,4295,08,0966155389,313.66,EUR,0.08,INACTIVE,2022-04-30,7978.92
18dc8238-7363-4d90-a2a6-15f9f5b1a89c,SAVINGS,344,Individual,0504,2888,25,7474686478,118136.44,EUR,0.58,ACTIVE,2022-07-17,1230.55
73cb528f-cafd-43a7-b71a-a2f392ef784e,MORTGAGE,345,Empresa,6488,6866,91,5848451453,30968.04,EUR,2.5,ACTIVE,2024-02-19,6838.42
58e21611-bce1-4e60-a8af-e11d3d85355b,SAVINGS,346,Individual,8723,4376,62,3322582514,27687.05,EUR,1.12,ACTIVE,2025-04-27,2709.33
b7898c69-9812-4bd4-a264-e5ed76d82a7e,CHECKING,347,Empresa,8331,4254,45,0331078819,96070.17,EUR,0.06,INACTIVE,2023-04-13,1896.53
e403d157-dae3-4cd3-904d-acd5bcda4d63,MORTGAGE,348,Individual,3900,3893,14,3684223838,35796.28,EUR,3.42,INACTIVE,2025-05-01,3294.44
edb4026c-1bb2-4fb2-8b49-d1cc812a7396,MORTGAGE,349,Individual,1254,3208,66,0602019757,99087.54,EUR,2.08,INACTIVE,2023-12-28,5405.53
7e62b2e6-ea8c-452d-bc3a-ab2916cacd57,CHECKING,349,Individual,1102,0438,10,7375705616,59849.63,EUR,0.1,INACTIVE,2023-03-12,2556.55
5234a853-984b-47a9-9ca2-8b87778c1034,CHECKING,349,Individual,0818,6980,14,7025416623,132980.43,EUR,0.07,INACTIVE,2024-07-17,1264.85
726f2a84-b992-4f93-98d0-489360d70430,MORTGAGE,350,Empresa,7421,7962,04,7635074871,114696.16,EUR,2.89,INACTIVE,2022-12-18,1733.32
d31add47-1e6d-45e8-b513-f8bb5bcdacf4,TERM,350,Empresa,1963,7377,19,6167063312,143406.68,EUR,2.09,ACTIVE,2021-10-15,4603.9
7fc97283-0ac4-48b1-88d1-7f59c9ec2867,SAVINGS,351,Individual,2742,7453,31,8307027769,57194.04,EUR,0.36,ACTIVE,2024-07-31,5084.7
3d6f5217-a0f2-4fa6-bba4-2ec8af3c47ac,CHECKING,351,Individual,3151,1351,31,9105902721,15656.16,EUR,0.07,ACTIVE,2023-10-03,4788.6
bd9d2f9c-40d6-41bb-b9a9-ca932e94c1d9,CHECKING,351,Individual,0310,2433,17,8904569131,46765.7,EUR,0.05,ACTIVE,2024-04-02,2918.41
8b1990ec-5a3e-4529-92cc-402d74769545,SAVINGS,352,Individual,5680,8999,29,8546620971,115714.48,EUR,1.16,ACTIVE,2024-07-31,7409.88
62083c0d-20d8-4791-b72f-8aeb01a5506e,SAVINGS,353,Individual,5551,6165,78,7215128791,106767.86,EUR,0.85,ACTIVE,2025-04-04,7910.38
cabccffe-5247-45b2-af16-db9f4f8ea47c,SAVINGS,354,Individual,8172,9256,47,0690612058,64319.36,EUR,1.16,INACTIVE,2024-08-24,6780.62
a2111523-43e7-43fd-a7b0-05f7137f40aa,CHECKING,355,Individual,7278,8336,95,4455558153,136513.8,EUR,0.03,ACTIVE,2024-12-17,2699.67
f415242f-7760-4053-a373-cb36f091f3a3,SAVINGS,356,Individual,3003,3248,32,7928497268,134695.46,EUR,1.33,INACTIVE,2025-02-03,1200.68
0db1a18b-5ba4-4c55-8a1a-fd823f034952,SAVINGS,357,Individual,5793,1991,54,4967048914,70680.39,EUR,1.11,INACTIVE,2024-12-31,1971.9
7bef961b-9869-47d3-841a-2982acc7bbc5,CHECKING,358,Empresa,0744,5087,57,8794900566,14525.42,EUR,0.07,INACTIVE,2022-06-29,6103.85
fe573db8-2d19-47f1-9036-b41088ac1a70,SAVINGS,358,Empresa,2819,6864,86,2511619804,81520.54,EUR,0.33,ACTIVE,2024-11-17,4501.52
05d77a77-955c-4e4c-b248-c3d2459fb823,CHECKING,359,Individual,8541,9226,61,3172869971,109595.46,EUR,0.01,ACTIVE,2024-11-11,7008.91
73b4fe66-ba80-4796-8f17-572440612497,CHECKING,360,Individual,3826,2024,44,8858795654,51982.54,EUR,0.09,ACTIVE,2024-05-19,5090.36
893f4018-9800-4728-8752-3910351485d6,CHECKING,361,Individual,2068,8841,19,1527736681,13761.9,EUR,0.05,INACTIVE,2024-12-14,6299.81
6a8e29eb-950d-4b6c-bc02-3dbc7be490c9,CHECKING,362,Individual,3177,6207,26,3434867417,108916.76,EUR,0.0,ACTIVE,2022-11-02,4408.7
b11d3744-089f-4811-9dab-f77a9a3c7f33,TERM,363,Individual,7065,8680,04,8117577729,137258.41,EUR,1.41,INACTIVE,2024-07-19,1347.05
9902027c-29e7-45af-ab9d-5158d61259f8,CHECKING,364,Individual,5433,1114,81,6567128709,87118.4,EUR,0.1,INACTIVE,2024-08-12,5030.43
e397d20f-787a-4d28-b452-2e3bd68b7f33,SAVINGS,365,Empresa,8653,8279,14,5502862036,71889.7,EUR,1.16,INACTIVE,2021-11-11,5217.41
5eacfd1e-381c-49bb-9dd4-46243d7694b7,SAVINGS,365,Empresa,8118,9495,42,2871830185,13567.42,EUR,1.43,INACTIVE,2023-04-26,6006.56
52a8a8ba-3736-4830-b9c5-d8d4ec540ab3,CHECKING,366,Individual,5588,8266,77,5371483259,71419.32,EUR,0.09,ACTIVE,2023-04-30,4081.29
2b1ae39c-1598-453e-86f2-301aebec0fb3,CHECKING,367,Individual,9495,2057,65,7262325723,106405.31,EUR,0.05,ACTIVE,2024-02-27,4699.02
4dafda24-4240-48ed-bcc5-427b7a99a09f,SAVINGS,368,Individual,8383,9804,09,2173250704,11125.4,EUR,0.46,INACTIVE,2025-05-12,6352.7
b76183da-f271-4854-b728-0af59b4d39b3,SAVINGS,368,Individual,4707,5456,08,8080860400,93000.57,EUR,1.29,ACTIVE,2025-05-10,2351.33
5249fefa-ef7e-43b8-99f2-f33d708e644b,TERM,369,Empresa,0261,1442,78,9975448951,48530.96,EUR,1.23,INACTIVE,2021-12-30,7791.93
e75d039e-3467-4fcc-aada-bac6cd983ae9,CHECKING,370,Empresa,2212,1922,14,0179234392,109587.36,EUR,0.03,ACTIVE,2022-01-16,3790.67
6f19e29a-2e8b-45fe-848e-20a41db0b69e,TERM,371,Individual,5459,7369,58,5355313093,66123.81,EUR,2.0,INACTIVE,2025-04-19,2135.33
a8480dc7-a58a-4417-923e-edcad7713514,SAVINGS,371,Individual,1680,0686,82,3891442511,147867.2,EUR,0.33,ACTIVE,2025-05-12,2979.87
21f95ff4-3861-4d7a-bb86-6e58e3551c1e,SAVINGS,372,Individual,9201,8557,71,1568980926,68186.51,EUR,1.34,INACTIVE,2021-10-08,2883.99
7d93434d-c4dd-42e5-a05b-abb4b38f30a6,SAVINGS,372,Individual,2106,6088,47,1703499295,130371.32,EUR,1.3,INACTIVE,2024-02-11,7792.82
1c9e17a3-d07a-44a2-8b8c-26b6be1dbbe5,CHECKING,373,Empresa,3067,4102,10,2258464521,54010.66,EUR,0.09,INACTIVE,2024-04-11,7797.54
ba99d45b-4ada-4531-b334-4dcfa65c926e,CHECKING,373,Empresa,0260,1924,79,3219178880,80793.34,EUR,0.09,ACTIVE,2024-01-14,2090.13
6570933a-35a6-4fec-aeb0-6870e03a5345,SAVINGS,374,Individual,0335,6934,91,6126296006,2270.32,EUR,1.24,ACTIVE,2024-01-14,5781.1
ea8645ce-d433-42b7-a76f-794668c2a4a1,SAVINGS,374,Individual,0726,3300,52,6592404964,59323.61,EUR,1.22,INACTIVE,2022-02-16,4036.83
cd1f7b26-bb9f-40be-95ce-17a25b76ab87,SAVINGS,375,Individual,9653,1490,56,2689378939,52581.6,EUR,1.4,ACTIVE,2023-05-28,7968.43
73532032-96e3-46ad-afd2-473ecae378da,CHECKING,376,Individual,1915,0669,23,1495785014,23758.62,EUR,0.1,INACTIVE,2022-01-02,5778.27
fe8aae85-0be3-4687-b05b-945a4ce58611,SAVINGS,377,Individual,8482,0544,66,3767342127,136724.99,EUR,0.25,ACTIVE,2023-04-20,1574.77
4594df7a-8fbc-4727-a2fb-c83a2030cd8a,CHECKING,377,Individual,9707,5528,88,2786071236,44540.23,EUR,0.06,INACTIVE,2024-04-29,5310.3
538518d5-9d64-4a4a-9373-8806442da75d,SAVINGS,378,Individual,0087,1213,01,1507751234,96102.35,EUR,1.29,INACTIVE,2022-12-15,3504.58
19a542ee-23b6-4480-8446-fe8288b6d482,SAVINGS,378,Individual,7964,3061,02,1871129766,92716.72,EUR,0.57,ACTIVE,2022-12-13,7342.88
267a6035-c03d-43d9-8230-be971a547f6c,MORTGAGE,378,Individual,2456,2343,87,2238545260,4602.53,EUR,3.08,ACTIVE,2021-12-14,3919.88
6192f0a8-d3a6-4c3e-bd96-707fdbafb60e,SAVINGS,379,Individual,1096,4643,14,0874461305,5865.99,EUR,0.91,INACTIVE,2024-09-01,2881.93
6fe0c6a0-72d3-450a-86af-1618a6008ac9,CHECKING,379,Individual,3481,7775,12,5371661829,22275.26,EUR,0.01,ACTIVE,2025-03-01,3551.95
83fe7f91-7a89-4a0e-adeb-2bcde6020905,CHECKING,380,Individual,2084,3457,41,9604830353,96176.19,EUR,0.05,ACTIVE,2024-11-23,4865.71
75284c15-093a-4641-a931-9ddba8641f0d,CHECKING,380,Individual,2692,6888,16,4082897739,73878.39,EUR,0.03,ACTIVE,2024-11-15,5926.38
bdc3e00b-6208-4ddd-8a07-f8f9a08cdf88,CHECKING,381,Individual,8167,5262,68,6000628607,142125.94,EUR,0.04,ACTIVE,2025-02-15,5473.48
87f3cefa-db1e-462f-b3b4-360ff6fbb766,SAVINGS,381,Individual,0139,6444,16,5791296024,6843.85,EUR,0.41,INACTIVE,2024-08-13,5840.24
3c8f523c-6b36-406d-a3cc-a25e51d6555d,CHECKING,382,Individual,3627,5865,58,0493726173,59723.03,EUR,0.05,ACTIVE,2024-12-19,2457.79
6fdf016b-914d-4371-9d44-29e488ba79b7,CHECKING,382,Individual,1399,2941,11,6687391368,544.03,EUR,0.09,ACTIVE,2024-06-25,3866.95
11127fe2-029e-4675-af19-1f2a0a359a7d,CHECKING,383,Empresa,5132,4806,71,6723784795,67149.13,EUR,0.02,ACTIVE,2023-11-04,4013.07
a64794e5-3628-4256-909c-23451db553a7,CHECKING,383,Empresa,3697,4523,81,1146909930,55375.61,EUR,0.05,INACTIVE,2024-12-05,1318.5
a883a709-2b90-4475-a12e-1ff7cec0b9d0,SAVINGS,383,Empresa,0789,2077,24,5946114566,19015.73,EUR,0.32,INACTIVE,2023-11-26,4801.51
3fc25e70-d5eb-46e3-b7b4-a9d6872b2ee2,MORTGAGE,384,Empresa,7901,6518,50,5141014112,118217.36,EUR,1.57,INACTIVE,2025-02-07,2724.46
f98f5727-d62d-41c9-8023-2fa77dab37f3,SAVINGS,384,Empresa,7427,7243,98,9109194877,26643.68,EUR,1.29,ACTIVE,2024-06-25,1992.83
9c2c04bf-3923-401c-938b-989bb36fbd25,TERM,385,Individual,2866,7507,91,6586085583,34133.28,EUR,2.05,INACTIVE,2024-01-15,5476.45
2c23d53f-42fd-420a-b022-d6ba26675770,SAVINGS,386,Individual,1437,9681,96,9168452369,87880.61,EUR,0.54,ACTIVE,2024-01-09,5554.59
c9f31008-9eff-4d2f-8d4c-12b1dc356c4a,CHECKING,386,Individual,8563,2845,15,7577314862,15521.77,EUR,0.04,INACTIVE,2022-11-27,2445.86
f35fecb3-7980-420d-868b-b29087ed86a9,CHECKING,387,Individual,0235,1942,76,1971425991,109755.22,EUR,0.01,ACTIVE,2025-01-22,7338.13
b6843792-303c-4f38-a585-844547d6dfbb,CHECKING,388,Individual,9755,0149,48,2286310344,93359.57,EUR,0.09,ACTIVE,2025-05-11,2941.25
7fae5413-d1ae-4135-ac3f-a8c80656b087,TERM,388,Individual,0953,3165,29,8947261965,36852.65,EUR,2.1,ACTIVE,2025-05-12,2133.29
e1b4d900-a3aa-4ac0-96e8-c11092493ab2,SAVINGS,389,Individual,1449,0476,14,4100354790,45997.62,EUR,0.45,INACTIVE,2024-10-10,3185.47
1d3ab6c1-6c76-4cfa-8807-6a4e2699bcd3,CHECKING,390,Empresa,0630,4239,10,4447251323,43537.34,EUR,0.07,INACTIVE,2024-04-05,7996.76
d6bc9430-63a6-4721-b901-e915abe61fce,SAVINGS,390,Empresa,2578,7494,85,0090100079,42252.1,EUR,0.96,INACTIVE,2024-06-14,3300.96
56fce701-892b-448e-a400-72e01ec25811,CHECKING,391,Individual,6457,0992,18,4045598098,121983.12,EUR,0.07,INACTIVE,2023-09-10,3207.6
67c75fd8-ede5-4269-8e8a-253dff3a738c,SAVINGS,391,Individual,1518,4891,15,5766538666,128121.28,EUR,1.24,ACTIVE,2022-09-18,1325.36
f12d0465-30a5-4893-baf1-0e60a775be29,CHECKING,392,Individual,5845,5229,74,3916044682,124647.35,EUR,0.0,ACTIVE,2024-09-23,2220.8
2af5b139-f731-42bc-99a7-6d1e9f23a6d5,MORTGAGE,393,Individual,1959,1118,46,6628289778,28044.86,EUR,2.76,INACTIVE,2024-01-03,7878.52
00e18900-2c9d-4ca2-8d05-b47e68de532b,CHECKING,393,Individual,3188,5833,75,2559827581,60319.56,EUR,0.06,INACTIVE,2024-01-28,3042.27
fab5ec44-ff61-470c-a880-2f6b16a73b2c,CHECKING,394,Individual,0565,3853,66,1860559297,148912.28,EUR,0.07,INACTIVE,2023-11-19,4665.6
e241b64f-2b1e-42e9-b233-d1d5fe499922,TERM,394,Individual,9057,7943,90,6722465761,57643.94,EUR,1.48,ACTIVE,2022-05-19,2735.32
abce383d-232b-4715-ad37-dc170bddca28,SAVINGS,395,Individual,6133,6273,54,3701174648,44984.73,EUR,0.47,INACTIVE,2023-06-05,5190.77
cdabd08e-1a9e-4bff-a26b-96e2c198bd15,TERM,396,Individual,7895,8286,61,8443872437,93020.17,EUR,0.95,INACTIVE,2024-12-15,2821.83
588ee811-e3f5-4564-8237-1e1e4da577d9,CHECKING,397,Individual,6273,6747,97,6717853301,61807.51,EUR,0.09,ACTIVE,2025-02-14,1650.96
cfdac1b0-6705-440f-9810-1ef5800f6d31,CHECKING,397,Individual,5719,2933,19,7128141110,80373.86,EUR,0.0,INACTIVE,2025-02-24,7021.25
8ef0233c-65d0-4903-a965-923543a2bad5,CHECKING,398,Individual,5123,8272,88,6662720769,107047.57,EUR,0.02,ACTIVE,2025-03-31,4203.36
417ffbd1-b355-49f3-a36e-78ec8750077a,SAVINGS,399,Individual,3681,7961,39,9215738740,40213.93,EUR,1.47,ACTIVE,2023-12-22,3007.03
0ff2dc53-4716-41cd-a2d2-92c24c5b6a89,SAVINGS,399,Individual,6804,5757,32,5228913258,49554.69,EUR,0.58,ACTIVE,2025-04-29,7989.8
d00b71fa-39a8-4bf3-91f6-ec23810eef97,CHECKING,400,Individual,1186,5410,17,4736134370,130916.89,EUR,0.03,ACTIVE,2024-09-13,2360.17
a64c5963-0214-4102-b829-4400123c5c9f,TERM,401,Individual,4447,1892,27,2006381139,107737.79,EUR,1.85,INACTIVE,2021-11-18,5908.15
ba397e3d-00b1-46ef-b823-6be44d2dd459,MORTGAGE,402,Individual,0134,9837,60,3323759990,3328.12,EUR,2.43,INACTIVE,2021-12-13,3251.37
16f7bca2-8eb3-4ca8-957c-4c205706de05,CHECKING,403,Individual,2828,3582,29,7782987902,89400.12,EUR,0.1,ACTIVE,2024-06-13,6521.31
eea2e8ad-3f26-4dfe-b85f-1605cf651269,CHECKING,404,Individual,0477,4616,00,8007992346,77524.81,EUR,0.04,ACTIVE,2020-11-26,3752.58
d48efdd9-3c1c-4a3a-ac88-e766aafd370c,MORTGAGE,405,Individual,4054,4322,93,9202953530,103282.88,EUR,2.52,ACTIVE,2024-03-20,1547.28
c9eaf218-ae99-4153-96ee-0cfde8e6f4f3,CHECKING,406,Individual,4537,1450,46,8408361546,119677.91,EUR,0.06,INACTIVE,2025-03-21,7062.1
9a84b598-5fe6-4ce1-8840-a90826398bb4,CHECKING,407,Individual,2817,2978,51,7495837189,37186.68,EUR,0.06,ACTIVE,2024-03-26,2326.59
98574c1e-4b01-47fb-8c9e-effdd6c3ee3b,SAVINGS,408,Individual,4668,6982,86,2073894812,31621.92,EUR,0.28,INACTIVE,2024-02-12,3804.38
f848534c-e63a-4a3a-9a1d-0af759318687,CHECKING,409,Individual,4057,1706,78,5498353056,21977.1,EUR,0.01,ACTIVE,2023-04-22,3022.16
9252443a-b679-4910-baad-f3212a4c3f65,CHECKING,410,Individual,2672,5011,43,3518092282,137669.31,EUR,0.01,INACTIVE,2024-10-14,7771.38
dae26eb3-2a44-439d-af7a-0dd218b6f747,SAVINGS,411,Individual,5808,2779,36,4204053799,56148.98,EUR,1.14,INACTIVE,2024-07-26,5357.08
5af8a922-f2ea-4dfb-a918-79f1c153d6ef,CHECKING,412,Individual,4480,9192,19,3994925283,121613.44,EUR,0.04,INACTIVE,2023-08-06,2033.42
b299b531-7761-4eef-8745-27223a174088,CHECKING,413,Individual,4571,4105,42,3013850030,49079.84,EUR,0.0,INACTIVE,2022-12-06,3961.68
365d2eab-1940-43d6-848c-68e9282ec298,CHECKING,414,Empresa,7484,9434,28,7228234672,132592.9,EUR,0.01,INACTIVE,2024-04-15,4183.33
4c78d6b6-e636-420d-834a-8b2b60a79cbb,TERM,415,Individual,1807,1233,46,4597918783,26260.5,EUR,1.04,ACTIVE,2024-10-22,7994.6
d4041acd-13bc-40e2-97dc-664c273b274b,SAVINGS,416,Empresa,7115,7522,82,9883165943,61176.39,EUR,0.72,INACTIVE,2025-01-08,7907.74
89b4eec4-da90-4980-8b45-763b2f5c034f,MORTGAGE,417,Empresa,6604,5629,99,5915216654,133271.54,EUR,3.0,ACTIVE,2024-10-03,1423.37
3ceca198-ad40-48f3-9d3e-06cfe3c93c21,SAVINGS,418,Individual,1405,4806,28,5765759227,43184.54,EUR,0.37,ACTIVE,2023-05-13,7249.77
638d5d0f-3b79-4bda-85e1-db8a3fb7a013,SAVINGS,418,Individual,3163,7038,51,0929545705,102647.31,EUR,0.85,ACTIVE,2024-10-05,3971.22
cfc89928-c047-43bd-9e75-13265208e217,CHECKING,419,Individual,5076,4357,57,3867171803,90784.67,EUR,0.09,INACTIVE,2025-04-01,6386.86
05faf320-0530-4024-8805-c2c301e5d769,TERM,420,Individual,5371,7981,19,4652301726,131978.97,EUR,1.67,INACTIVE,2023-07-15,2091.13
6f25e729-7cd4-4f51-b152-730f7ced57de,CHECKING,421,Empresa,1687,6376,45,4834612369,10722.44,EUR,0.09,INACTIVE,2024-09-23,4293.4
bcac7eb7-8e74-4ec2-b007-7faf4b4fb4c0,SAVINGS,422,Individual,4581,9914,10,7245437869,67167.59,EUR,0.99,INACTIVE,2022-03-27,4592.2
aec359ec-192a-4fcb-8f3e-a34c4473d466,CHECKING,422,Individual,1024,9164,10,7648517849,78578.95,EUR,0.04,ACTIVE,2022-11-20,1063.52
94d5e53b-9f82-4a26-a4a3-296cca8fa6e2,MORTGAGE,423,Individual,9487,8105,14,4516215062,66817.32,EUR,2.35,ACTIVE,2022-12-11,5711.67
45b1b92b-92c7-4250-9ca9-8eabe9e22437,MORTGAGE,424,Individual,4469,1615,15,5598124356,126523.77,EUR,2.86,INACTIVE,2025-05-01,3596.12
1caf11a9-d27d-4ed2-b963-d4d18af3e6f4,TERM,425,Individual,0497,6543,95,1995762645,68616.24,EUR,0.84,INACTIVE,2020-07-24,7236.46
ff43a2b4-e294-4e2c-b1d5-2ef0bdf192fc,SAVINGS,426,Individual,5406,1969,34,6588205749,38139.55,EUR,0.8,ACTIVE,2021-11-09,1142.79
78769dc0-4999-4f29-96f4-722400d5d867,CHECKING,426,Individual,0477,6790,45,6975926519,45902.83,EUR,0.01,INACTIVE,2021-12-11,4780.81
790604af-a6e3-4bda-aba4-6380e1f31b19,CHECKING,426,Individual,6365,6997,73,6602108776,149898.93,EUR,0.06,ACTIVE,2024-10-30,5322.78
ccd7ddab-2522-4a13-9942-3495b834fe98,SAVINGS,427,Individual,1374,4902,45,3340494087,7263.8,EUR,1.36,INACTIVE,2024-01-22,7349.07
d813e6aa-63ce-4890-b7a9-bea1fa54337d,SAVINGS,428,Individual,2662,4648,17,5988117409,16883.29,EUR,0.91,INACTIVE,2024-03-31,914.57
b0ee2224-4bf6-4627-b106-49890148726c,CHECKING,429,Individual,5752,9621,60,0525624539,39587.55,EUR,0.05,INACTIVE,2022-12-17,4994.86
9efa54dd-9d2e-4757-9dd8-df73c1962a59,CHECKING,429,Individual,5623,4127,50,4365760816,94798.17,EUR,0.0,INACTIVE,2021-05-26,7775.76
def52aa1-6b27-4b15-a212-5ef6c71c10de,CHECKING,430,Individual,2070,7310,38,2815585885,118344.45,EUR,0.08,INACTIVE,2024-09-15,5421.63
0b8182c7-d5e6-4644-9da8-62122947b1ad,CHECKING,431,Individual,0619,8423,61,3878695695,126646.67,EUR,0.0,ACTIVE,2024-12-11,4267.92
7cf11d2e-8408-4794-9cb5-3ac89964a16d,MORTGAGE,431,Individual,0059,5752,87,2368632964,98951.34,EUR,1.66,INACTIVE,2025-02-07,3309.75
bf65b18b-79b1-43c2-9ecc-2cf867cf79aa,SAVINGS,432,Individual,1151,6232,97,0781388857,12155.26,EUR,1.34,ACTIVE,2024-08-10,1642.09
cf7dbfe5-0a75-4f6c-994b-6bd160376da7,SAVINGS,432,Individual,3945,2222,11,9907731518,72619.82,EUR,0.73,INACTIVE,2024-11-12,4003.91
e426d063-0bbb-43d8-8801-a091b610ea58,CHECKING,433,Empresa,1219,8010,45,1184815254,145943.21,EUR,0.09,INACTIVE,2024-10-21,7779.27
ef5b2edd-f93a-46f3-a793-a67409f9bb2a,CHECKING,434,Empresa,0939,9823,93,5944472086,111180.18,EUR,0.1,INACTIVE,2022-05-30,6720.12
ea9ff871-bf65-4578-b8fb-82de617cc95a,CHECKING,435,Individual,9770,1970,24,8283854695,38181.18,EUR,0.09,ACTIVE,2025-04-09,1654.23
a8709faf-ac52-4eaf-9213-646b92e93cf6,SAVINGS,436,Individual,4909,9183,80,4500987816,95946.24,EUR,1.2,ACTIVE,2025-03-26,4548.0
b1a83688-0cee-4c47-b21a-81511cc80b22,SAVINGS,437,Empresa,7585,5359,80,4564866854,3092.58,EUR,1.1,ACTIVE,2024-08-06,4600.9
4e2b0d85-ac85-45ed-a5a9-732087b8caa1,CHECKING,438,Individual,3511,3713,22,1087025668,109171.68,EUR,0.07,ACTIVE,2024-02-11,2361.03
e58006aa-4789-46ba-938d-5a4f4b70a2ee,CHECKING,439,Empresa,4497,7532,62,2409931461,39191.57,EUR,0.04,INACTIVE,2024-10-28,1770.0
ff8fbe3d-60ad-4a34-951c-f94d0f7910f5,TERM,440,Empresa,1494,2006,91,9729934358,98636.92,EUR,1.19,ACTIVE,2025-05-12,2911.57
e58726b9-0dbe-46a5-a3a9-e048f72da912,CHECKING,440,Empresa,9566,7401,23,2058629676,121656.41,EUR,0.06,ACTIVE,2025-05-08,2607.28
e166065e-c3de-4d9b-b9d4-3b4e9c42c739,SAVINGS,440,Empresa,8050,1264,15,7039334714,123701.8,EUR,1.12,INACTIVE,2025-03-28,6170.02
52a39a68-1822-4e15-98fa-3d1b8146c0f0,CHECKING,441,Empresa,6925,8035,31,3442732094,134845.47,EUR,0.1,INACTIVE,2023-02-23,997.15
