Client_ID,Type_Client,Name,Surname,Date_Birth,Gender,Address,City,Province,Country,Phone,Email,Registration_Date,Customer_Segment,Customer_Lifetime_Value,Status
331,Individual,Olivia,Giménez Conde,1951-08-07,Mujer,"Cañada de Paloma Roda 271, Cuéllar",Cuéllar,Segovia,España,+34 733589360,olivia.gimenez@hotmail.com,2021-12-21,Bronce,37747.4,Activo
332,Individual,Anastasio,Cañizares Zamora,1966-10-27,Hombre,"Cuesta de Dulce Franch 216, Almería",Almería,Almería,España,+34902384196,anastasio.canizares@welfordbank.es,2021-11-21,Bronce,23398.9,Activo
333,Individual,Jennifer,Palomino Gálvez,1961-03-08,Hombre,"Glorieta de Celestina Vilaplana 116, Guadalajara",Guadalajara,Guadalajara,España,+34843 191 299,jennifer.palomino@gmail.com,2024-05-27,Bronce,34785.17,Activo
334,Individual,Miguela,Melero Delgado,1970-08-29,Hombre,"Rambla de Cebrián Fernandez 17, Santander",Santander,Cantabria,España,+34843501152,miguela.melero@hotmail.com,2024-10-17,Bronce,21517.76,Activo
335,Empresa,Palma & Asociados S.L.,,2001-07-26,,"C. de Epifanio Rubio 56, Vilagarcía de Arousa",Vilagarcía de Arousa,Pontevedra,España,+34975 542 064,palmaasoci.empresa@outlook.com,2023-03-25,Plata,17651.33,Activo
336,Individual,Calisto,Larrañaga Cerdá,1971-04-03,Hombre,"Acceso Fabiola Gordillo 5, Huelva",Huelva,Huelva,España,+34 984 04 75 49,calisto.larranaga@outlook.com,2021-02-17,Plata,28643.9,Activo
337,Empresa,Arcos & Asociados S.L.L.,,1979-10-22,,"Vial Octavia Pomares 125, Teruel",Teruel,Teruel,España,+34 947 71 64 60,arcosasoci.empresa@outlook.com,2020-01-26,Plata,20922.32,Activo
338,Individual,Gema,Barral Rubio,1999-01-19,Mujer,"Glorieta de Mamen Bellido 17, Laguna de Duero",Laguna de Duero,Valladolid,España,+34 974429529,gema.barral@welfordbank.es,2024-11-23,Bronce,30693.17,Activo
339,Individual,Teresa,Corominas Vicens,1949-06-06,Hombre,"Camino de Valerio Clavero 76, Elche",Elche,Alicante,España,+34 977 354 577,teresa.corominas@hotmail.com,2021-01-04,Platino,11105.98,Activo
340,Empresa,Agudo y asociados S.L.,,2011-04-11,,"Cañada Araceli Bertrán 75, Ourense",Ourense,Ourense,España,+34945 48 67 38,agudoyasoc.empresa@outlook.com,2023-12-16,Bronce,29157.15,Activo
341,Individual,Arturo,Sáenz Azorin,1983-08-06,Hombre,"Pasadizo de Lorena Farré 284, Badajoz",Badajoz,Badajoz,España,+34 902 807 229,arturo.saenz@gmail.com,2021-03-29,Plata,30580.09,Activo
342,Individual,Beatriz,Polo Escudero,1989-12-31,Mujer,"Callejón de Benigno Mateu 172, Ferrol",Ferrol,La Coruña,España,+34 921053362,beatriz.polo@gmail.com,2023-09-26,Plata,15864.01,Activo
343,Individual,Víctor,Catalá Almansa,1989-09-17,Hombre,"Acceso de Arcelia Vera 96, Cartagena",Cartagena,Murcia,España,+34944 864 368,victor.catala@gmail.com,2020-10-20,Bronce,21811.61,Inactivo
344,Individual,Gastón,Ropero Prats,1970-02-02,Hombre,"Ronda Rafaela Iñiguez 86, Fuengirola",Fuengirola,Málaga,España,+34 831 640 164,gaston.ropero@outlook.com,2021-12-04,Oro,13614.4,Inactivo
345,Empresa,Niño y Infante S.Coop.,,2007-08-30,,"Pasadizo Julie Ripoll 45, Béjar",Béjar,Salamanca,España,+34 881 951 078,ninoyinfan.empresa@outlook.com,2024-01-06,Bronce,12767.89,Activo
346,Individual,Esmeralda,Olmo Pol,1944-12-01,Hombre,"Pasadizo Berta Tolosa 145, Blanes",Blanes,Girona,España,+34 971971302,esmeralda.olmo@gmail.com,2025-03-31,Plata,17135.31,Activo
347,Empresa,Borrell y Sáez S.L.U.,,2020-05-19,,"Plaza de María Ángeles Rodriguez 200, Lepe",Lepe,Huelva,España,+34820279678,borrellysa.empresa@welfordbank.es,2023-04-04,Plata,19082.18,Activo
348,Individual,Alexandra,Miranda Andrade,2002-11-23,Hombre,"Cuesta de Isa Salmerón 173, Algeciras",Algeciras,Cádiz,España,+34 878 346 687,alexandra.miranda@gmail.com,2024-12-31,Plata,14585.26,Activo
349,Individual,Luz,Solera Aguiló,1986-07-03,Mujer,"Urbanización de Isa Miguel 131, Soria",Soria,Soria,España,+34843209629,luz.solera@hotmail.com,2022-12-21,Plata,13513.65,Activo
350,Empresa,Victor Manuel Acedo Román S.L.L.,,1984-11-19,,"Paseo Leire Tur 18, Llodio",Llodio,Álava,España,+34844 506 776,victormanu.empresa@welfordbank.es,2021-04-18,Bronce,19399.45,Inactivo
351,Individual,Graciela,Guerra Luque,1973-06-14,Hombre,"Urbanización de Chita Planas 178, Vigo",Vigo,Pontevedra,España,+34800 41 15 47,graciela.guerra@hotmail.com,2023-09-20,Plata,19456.04,Activo
352,Individual,Hermenegildo,Cámara Angulo,1985-01-27,Hombre,"Rambla Miguela Varela 271, Avilés",Avilés,Asturias,España,+34987 24 48 29,hermenegildo.camara@welfordbank.es,2024-04-04,Bronce,22959.94,Activo
353,Individual,Evelia,Domingo Iriarte,1961-10-22,Hombre,"Alameda de Lupita Vicente 235, Azuqueca de Henares",Azuqueca de Henares,Guadalajara,España,+34876731883,evelia.domingo@welfordbank.es,2024-01-25,Bronce,25225.28,Activo
354,Individual,Valero,Coloma Benitez,1971-08-28,Mujer,"Pasaje de Marta Gallo 148, Almuñécar",Almuñécar,Granada,España,+34 844 89 96 93,valero.coloma@welfordbank.es,2020-05-20,Oro,27557.52,Activo
355,Individual,Delia,Hervia Barceló,2006-08-25,Mujer,"Pasadizo de Natalia Pou 157, Pamplona",Pamplona,Navarra,España,+34949918873,delia.hervia@welfordbank.es,2024-04-09,Plata,33215.09,Activo
356,Individual,Emilia,Iñiguez Rosado,1935-05-31,Hombre,"C. de Asdrubal Ripoll 118, Ceuta",Ceuta,Ceuta,España,+34 943 987 257,emilia.iniguez@gmail.com,2022-12-31,Plata,6790.53,Activo
357,Individual,Laura,Simó Solano,1998-01-31,Hombre,"Avenida Salomón Chacón 39, Ourense",Ourense,Ourense,España,+34 822534890,laura.simo@welfordbank.es,2022-05-26,Bronce,16172.1,Activo
358,Empresa,Transportes Española S.L.L.,,1988-08-30,,"Rambla Sabas Ferrández 206, Tudela",Tudela,Navarra,España,+34 910 317 670,transporte.empresa@outlook.com,2020-04-05,Plata,16541.04,Activo
359,Individual,Samuel,Fuente Solé,1996-01-20,Mujer,"Vial de Carlito Marqués 141, Salamanca",Salamanca,Salamanca,España,+34 887 02 26 49,samuel.fuente@hotmail.com,2022-01-03,Bronce,23115.09,Activo
360,Individual,Andrés,Cifuentes Cortina,1954-02-24,Mujer,"Ronda de Joan Bellido 235, Santander",Santander,Cantabria,España,+34821264076,andres.cifuentes@outlook.com,2022-02-01,Bronce,19302.79,Activo
361,Individual,Remigio,Zamorano Manso,1999-07-27,Hombre,"Camino Paulina Colomer 216, Pamplona",Pamplona,Navarra,España,+34 867234849,remigio.zamorano@hotmail.com,2022-06-23,Platino,23547.23,Activo
362,Individual,Rosalina,Escribano Bosch,1971-10-10,Hombre,"Paseo de Elisa Pascual 206, Ibiza",Ibiza,Illes Balears,España,+34 985 61 38 12,rosalina.escribano@outlook.com,2022-10-08,Bronce,14637.53,Activo
363,Individual,Pía,Tejedor Alcalde,1991-07-28,Mujer,"Avenida Hector Manzanares 216, Béjar",Béjar,Salamanca,España,+34826 332 156,pia.tejedor@gmail.com,2024-05-12,Oro,16392.01,Activo
364,Individual,Emilia,Sales Viana,1947-04-14,Mujer,"Cuesta Gerardo Taboada 126, Cartagena",Cartagena,Murcia,España,+34986 281 771,emilia.sales@gmail.com,2023-10-29,Bronce,19229.48,Activo
365,Empresa,Compañía Enríquez y asociados S.A.,,1980-08-18,,"Cañada de Alfonso Ibáñez 95, Segovia",Segovia,Segovia,España,+34 709 439 809,companiaen.empresa@welfordbank.es,2020-06-21,Plata,32934.71,Activo
366,Individual,Rosario,Barrera Sanz,1948-07-25,Mujer,"Paseo de Azahar Boada 237, Cuenca",Cuenca,Cuenca,España,+34 721862479,rosario.barrera@hotmail.com,2020-01-16,Plata,6350.06,Activo
367,Individual,Trinidad,Espejo Gomis,1950-09-15,Mujer,"Paseo de Roque Bayona 18, Linares",Linares,Jaén,España,+34 875 51 38 26,trinidad.espejo@gmail.com,2024-01-01,Bronce,29427.47,Activo
368,Individual,Mónica,Borja Capdevila,1998-06-21,Hombre,"Rambla Saturnino Vilalta 59, Haro",Haro,La Rioja,España,+34881 037 785,monica.borja@outlook.com,2025-05-07,Plata,15161.95,Inactivo
369,Empresa,Infraestructuras Verdugo S.Com.,,1983-02-19,,"C. de José Mari Cañellas 205, Plasencia",Plasencia,Cáceres,España,+34956 762 679,infraestru.empresa@gmail.com,2021-02-21,Oro,14220.73,Activo
370,Empresa,Benet y Mas S.L.N.E,,1966-08-27,,"Pasaje Toño Grau 95, Plasencia",Plasencia,Cáceres,España,+34 879 262 010,benetymass.empresa@outlook.com,2020-01-29,Platino,16519.77,Activo
371,Individual,Teresita,Parejo Espada,1996-11-02,Mujer,"Via de Ramona Alberto 14, Vitoria-Gasteiz",Vitoria-Gasteiz,Álava,España,+34 946398631,teresita.parejo@hotmail.com,2025-04-05,Plata,26847.22,Activo
372,Individual,Graciano,Gibert Carbajo,1944-07-12,Hombre,"Plaza Nuria Conesa 125, Plasencia",Plasencia,Cáceres,España,+34 984839638,graciano.gibert@hotmail.com,2021-06-25,Plata,18937.42,Activo
373,Empresa,Inmobiliaria Bas y asociados S.Com.,,1975-03-27,,"Avenida Adelardo Amador 126, Cáceres",Cáceres,Cáceres,España,+34976 150 828,inmobiliar.empresa@gmail.com,2023-08-24,Plata,21414.4,Activo
374,Individual,Daniel,Nebot Merino,1965-10-18,Mujer,"Rambla de Dorita Arias 153, Llodio",Llodio,Álava,España,+34 720164208,daniel.nebot@hotmail.com,2021-12-01,Plata,21461.73,Activo
375,Individual,Francisco Javier,Azcona Agustín,1971-10-27,Hombre,"Vial de Pía Giménez 224, Arévalo",Arévalo,Ávila,España,+34 873 28 93 94,franciscojavier.azcona@gmail.com,2021-02-02,Platino,21588.64,Inactivo
376,Individual,Teodoro,Alemán Avilés,2003-03-26,Hombre,"Cañada de Celestino Borrás 47, Huelva",Huelva,Huelva,España,+34900649490,teodoro.aleman@welfordbank.es,2021-09-18,Plata,12264.23,Activo
377,Individual,Belén,Salamanca Rivera,1954-11-13,Mujer,"Avenida de Amor Plaza 168, Melilla",Melilla,Melilla,España,+34 888 660 626,belen.salamanca@gmail.com,2021-03-02,Plata,30951.95,Inactivo
378,Individual,Manola,Lastra Torre,1935-02-05,Mujer,"Avenida de Jose Miguel Lorenzo 119, Dos Hermanas",Dos Hermanas,Sevilla,España,+34 942 480 389,manola.lastra@outlook.com,2021-10-07,Platino,20163.57,Inactivo
379,Individual,Geraldo,Castejón Salas,1977-06-27,Mujer,"Cuesta Jose Carlos Diez 72, Miranda de Ebro",Miranda de Ebro,Burgos,España,+34 824 075 255,geraldo.castejon@hotmail.com,2024-07-06,Plata,30284.55,Activo
380,Individual,Nilo,Lozano Nicolau,1935-09-02,Mujer,"Via Fabiola Plaza 21, Lepe",Lepe,Huelva,España,+34 830 82 66 86,nilo.lozano@gmail.com,2023-02-25,Bronce,23065.13,Activo
381,Individual,Florinda,Perea Trujillo,1978-12-13,Mujer,"Ronda de Virginia Colomer 4, Cartagena",Cartagena,Murcia,España,+34982 382 206,florinda.perea@welfordbank.es,2023-11-11,Bronce,17461.73,Inactivo
382,Individual,Amor,Marco Arjona,2001-05-30,Hombre,"Camino Luciana Mora 97, Melilla",Melilla,Melilla,España,+34977777317,amor.marco@gmail.com,2020-05-12,Plata,17989.31,Inactivo
383,Empresa,Hotel Carnero S.A.,,1998-02-24,,"Glorieta Feliciana Montesinos 231, Cádiz",Cádiz,Cádiz,España,+34 988 42 04 87,hotelcarne.empresa@hotmail.com,2023-05-03,Bronce,20254.57,Inactivo
384,Empresa,Familia Castillo S.L.N.E,,1971-06-22,,"Calle de Cristina Ferreras 73, Guardo",Guardo,Palencia,España,+34 745791588,familiacas.empresa@gmail.com,2023-09-15,Bronce,16067.72,Activo
385,Individual,Berta,Izquierdo Neira,1943-02-13,Mujer,"Calle Jordán Vizcaíno 154, Arrecife",Arrecife,Las Palmas,España,+34 842 730 446,berta.izquierdo@outlook.com,2021-01-29,Plata,26037.11,Inactivo
386,Individual,Segismundo,Prieto Páez,1973-06-23,Mujer,"Callejón Marcial Torrecilla 16, Girona",Girona,Girona,España,+34828 547 437,segismundo.prieto@outlook.com,2021-03-10,Bronce,19390.1,Activo
387,Individual,Tania,Macias Barriga,1961-01-06,Hombre,"Calle Hector Morillo 96, Santander",Santander,Cantabria,España,+34 988 79 37 46,tania.macias@welfordbank.es,2024-11-21,Oro,18349.84,Activo
388,Individual,Máximo,Falcón Galindo,1976-10-27,Hombre,"Calle de Baltasar Luna 257, Don Benito",Don Benito,Badajoz,España,+34981 26 09 37,maximo.falcon@outlook.com,2025-05-10,Plata,21710.84,Activo
389,Individual,Camila,Cózar Nieto,2005-08-28,Mujer,"Paseo Asdrubal Osorio 280, Oviedo",Oviedo,Asturias,España,+34962 45 86 54,camila.cozar@gmail.com,2023-04-15,Bronce,7044.24,Activo
390,Empresa,Flores y asociados S.L.U.,,1994-07-23,,"Pasadizo de Ángel Palacios 124, Zamora",Zamora,Zamora,España,+34807 040 254,floresyaso.empresa@outlook.com,2024-01-13,Plata,12118.36,Activo
391,Individual,José Luis,Santamaría Samper,1954-01-08,Mujer,"Urbanización Bernardita Borrás 224, Lepe",Lepe,Huelva,España,+34 986497816,joseluis.santamaria@gmail.com,2022-03-04,Bronce,17953.61,Inactivo
392,Individual,Josué,Molina Manzanares,1943-05-24,Mujer,"Cañada de Andrés Buendía 135, Las Palmas de Gran Canaria",Las Palmas de Gran Canaria,Las Palmas,España,+34807 78 23 89,josue.molina@hotmail.com,2024-07-01,Plata,29008.73,Activo
393,Individual,Encarna,Estévez Portillo,1938-10-19,Hombre,"Alameda de Poncio Uriarte 283, Marbella",Marbella,Málaga,España,+34 871 948 955,encarna.estevez@gmail.com,2023-04-25,Plata,17744.79,Inactivo
394,Individual,Felipe,Montero Asensio,1976-08-25,Hombre,"Plaza de Pili Galindo 266, Zaragoza",Zaragoza,Zaragoza,España,+34 846 96 32 07,felipe.montero@gmail.com,2020-07-24,Bronce,12803.14,Inactivo
395,Individual,Sancho,Niño Abad,1950-02-11,Hombre,"Pasadizo de Maura Roura 45, Vitoria-Gasteiz",Vitoria-Gasteiz,Álava,España,+34710 25 40 12,sancho.nino@welfordbank.es,2022-07-26,Plata,30850.47,Activo
396,Individual,Noa,Colomer Lago,1972-10-21,Mujer,"Ronda de Aurora Anaya 14, Verín",Verín,Ourense,España,+34 721049423,noa.colomer@outlook.com,2020-09-17,Bronce,11048.01,Activo
397,Individual,Osvaldo,Ribas Cifuentes,1976-08-10,Mujer,"Camino Febe Sola 270, Monforte de Lemos",Monforte de Lemos,Lugo,España,+34923 666 670,osvaldo.ribas@welfordbank.es,2025-01-26,Bronce,23104.02,Activo
398,Individual,Prudencia,Zapata Chamorro,1952-06-08,Mujer,"Alameda Hugo Andrade 140, Almazán",Almazán,Soria,España,+34666 66 20 60,prudencia.zapata@outlook.com,2024-05-19,Oro,21121.21,Inactivo
399,Individual,Nando,Águila Gámez,1937-04-30,Hombre,"Ronda de Odalis Fabra 10, Ciudad Rodrigo",Ciudad Rodrigo,Salamanca,España,+34 844 12 67 56,nando.aguila@hotmail.com,2023-06-25,Plata,16175.43,Activo
400,Individual,Daniela,Rozas Avilés,1947-08-03,Hombre,"Glorieta de Áurea Quiroga 99, Ourense",Ourense,Ourense,España,+34 974905773,daniela.rozas@hotmail.com,2022-11-06,Platino,25150.18,Activo
401,Individual,Chucho,Estevez Orozco,1990-03-27,Mujer,"Plaza de Ángela Tur 55, Cádiz",Cádiz,Cádiz,España,+34977 511 157,chucho.estevez@outlook.com,2021-07-02,Plata,17658.85,Activo
402,Individual,Yéssica,Zaragoza Asenjo,2005-12-14,Mujer,"Plaza de Perlita Ariño 209, Cádiz",Cádiz,Cádiz,España,+34 983928424,yessica.zaragoza@outlook.com,2020-07-23,Bronce,15547.76,Activo
403,Individual,Reyna,Arnau Valderrama,1978-05-04,Mujer,"Ronda de Nereida Arévalo 160, Avilés",Avilés,Asturias,España,+34 874 04 24 50,reyna.arnau@gmail.com,2022-01-11,Oro,30116.75,Inactivo
404,Individual,Olalla,Barragán Rosales,2001-02-19,Hombre,"Acceso Jesusa Bárcena 266, Linares",Linares,Jaén,España,+34 800 511 685,olalla.barragan@hotmail.com,2020-05-23,Bronce,22944.17,Activo
405,Individual,Cecilia,Julián Morera,1995-10-16,Mujer,"Callejón Cristina Mora 95, Lleida",Lleida,Lleida,España,+34947 824 866,cecilia.julian@outlook.com,2023-11-06,Bronce,20564.67,Activo
406,Individual,Luis,Carbajo Vargas,1989-04-26,Mujer,"Cuesta Felipe Jurado 216, Azuqueca de Henares",Azuqueca de Henares,Guadalajara,España,+34 848 172 121,luis.carbajo@hotmail.com,2024-02-20,Plata,16485.27,Activo
407,Individual,Nilda,Román Gras,1986-05-17,Hombre,"Acceso Jordana Morcillo 1, Melilla",Melilla,Melilla,España,+34978 957 704,nilda.roman@welfordbank.es,2020-05-25,Bronce,25530.07,Activo
408,Individual,Mayte,Huguet García,1963-06-20,Hombre,"Avenida Rufino Cordero 272, Albacete",Albacete,Albacete,España,+34926 432 343,mayte.huguet@gmail.com,2023-10-15,Plata,12904.25,Activo
409,Individual,Hernán,Escamilla Gonzalo,2006-04-26,Mujer,"Cañada de Emiliano Quirós 300, Toro",Toro,Zamora,España,+34842678949,hernan.escamilla@gmail.com,2020-05-19,Plata,31958.46,Activo
410,Individual,Dalila,Casanova Vega,2006-04-23,Hombre,"Ronda de Ariel Pavón 211, Zamora",Zamora,Zamora,España,+34845007737,dalila.casanova@welfordbank.es,2022-04-30,Plata,6147.09,Inactivo
411,Individual,Laura,Mendoza Frías,1953-09-28,Mujer,"C. Sarita Salinas 234, Talavera de la Reina",Talavera de la Reina,Toledo,España,+34 936 222 416,laura.mendoza@outlook.com,2024-05-05,Bronce,16275.01,Activo
412,Individual,Abigaíl,Pablo Vizcaíno,1970-02-15,Mujer,"Callejón Primitiva Seco 259, León",León,León,España,+34882 25 39 45,abigail.pablo@welfordbank.es,2020-09-11,Plata,18524.71,Activo
413,Individual,Juan Pablo,Jerez Guzman,1991-04-13,Hombre,"Paseo de Leonardo Villegas 268, Utrera",Utrera,Sevilla,España,+34 740 62 06 54,juanpablo.jerez@welfordbank.es,2022-10-27,Plata,15876.23,Activo
414,Empresa,Lucho Quesada Cazorla S.Coop.,,1999-07-21,,"Rambla de María Sandoval 25, Tomelloso",Tomelloso,Ciudad Real,España,+34 946 915 646,luchoquesa.empresa@outlook.com,2022-07-05,Plata,16660.04,Activo
415,Individual,Tito,Morales Pastor,1989-01-29,Mujer,"Pasaje Amalia Leon 290, Cuéllar",Cuéllar,Segovia,España,+34900191744,tito.morales@gmail.com,2020-05-08,Plata,12206.56,Activo
416,Empresa,Construcción Ibérica S.Coop.,,2004-08-24,,"Urbanización de Juan Bautista Vendrell 49, Castellón de la Plana",Castellón de la Plana,Castellón,España,+34827 85 78 79,construcci.empresa@hotmail.com,2023-05-29,Bronce,22892.04,Activo
417,Empresa,Soluciones VS S.L.,,2013-10-13,,"Ronda de Constanza Beltrán 221, Logroño",Logroño,La Rioja,España,+34965 04 96 59,soluciones.empresa1@hotmail.com,2024-08-23,Plata,17816.84,Inactivo
418,Individual,Ramón,Malo Arnau,1954-02-07,Hombre,"Cañada Hernán Moliner 44, Guadalajara",Guadalajara,Guadalajara,España,+34 877 779 467,ramon.malo@welfordbank.es,2022-11-19,Bronce,36658.31,Activo
419,Individual,Enrique,Fiol Torrent,1989-07-26,Hombre,"Calle Mireia Parejo 161, Arrecife",Arrecife,Las Palmas,España,+34 735 28 31 13,enrique.fiol@hotmail.com,2024-05-19,Bronce,27376.82,Activo
420,Individual,Martina,Quero Olivares,1979-03-22,Hombre,"Glorieta de Andrés Castro 96, Guardo",Guardo,Palencia,España,+34983127301,martina.quero@gmail.com,2023-06-24,Plata,20092.75,Activo
421,Empresa,Alimentación GKKX S.Com.,,1998-06-24,,"Glorieta Fortunata Cabañas 48, Arévalo",Arévalo,Ávila,España,+34880 24 69 72,alimentaci.empresa@hotmail.com,2022-09-12,Plata,19000.22,Activo
422,Individual,Jenaro,Castelló Campos,1950-12-25,Mujer,"Via de Héctor Ojeda 34, Valencia",Valencia,Valencia,España,+34942 63 01 47,jenaro.castello@welfordbank.es,2022-01-06,Bronce,9245.02,Activo
423,Individual,Maricela,Coca Castillo,1949-03-25,Hombre,"Vial de Isa Garmendia 247, Oviedo",Oviedo,Asturias,España,+34821729930,maricela.coca@welfordbank.es,2020-11-25,Plata,26083.8,Activo
424,Individual,Nydia,Carnero Farré,1937-05-11,Hombre,"Plaza de Lina Chaparro 268, Teruel",Teruel,Teruel,España,+34 848 470 078,nydia.carnero@welfordbank.es,2025-04-13,Bronce,11776.64,Inactivo
425,Individual,Estela,Cobos Cuenca,1982-06-15,Hombre,"Acceso Juan Carlos Vara 186, Alicante",Alicante,Alicante,España,+34961 03 33 99,estela.cobos@welfordbank.es,2020-01-27,Plata,19425.72,Inactivo
426,Individual,Javier,Porcel Villa,1990-04-08,Mujer,"Alameda Julio Porta 201, Benavente",Benavente,Zamora,España,+34 736 817 860,javier.porcel@gmail.com,2021-07-16,Bronce,25069.18,Activo
427,Individual,Aitor,Águila Losada,1974-05-17,Mujer,"Paseo Etelvina Lopez 16, Logroño",Logroño,La Rioja,España,+34 807 75 94 06,aitor.aguila@welfordbank.es,2022-06-28,Bronce,25116.51,Inactivo
428,Individual,Máxima,Castrillo Macías,1937-05-20,Mujer,"Vial de Asunción Sierra 276, Almuñécar",Almuñécar,Granada,España,+34 884 618 743,maxima.castrillo@welfordbank.es,2023-04-20,Plata,31433.78,Activo
429,Individual,Alejandro,Salgado Paniagua,1971-09-16,Hombre,"Cuesta Carlos Soto 85, Cádiz",Cádiz,Cádiz,España,+34880 09 98 33,alejandro.salgado@hotmail.com,2020-05-10,Plata,22632.37,Activo
430,Individual,Manu,Casado Llanos,1940-11-15,Hombre,"Acceso de Victor Manuel Garay 39, Barbastro",Barbastro,Huesca,España,+34934 969 462,manu.casado@welfordbank.es,2022-10-18,Plata,35226.97,Activo
431,Individual,Casemiro,Carreras Noguera,1946-02-01,Mujer,"Via Brígida Llorens 172, Hellín",Hellín,Albacete,España,+34 946 664 312,casemiro.carreras@gmail.com,2024-09-02,Oro,20375.06,Inactivo
432,Individual,Obdulia,Gracia Sanjuan,2000-10-23,Mujer,"Via Alfredo Burgos 207, Elche",Elche,Alicante,España,+34841 185 601,obdulia.gracia@hotmail.com,2022-05-19,Oro,18513.08,Inactivo
433,Empresa,Consultoría QXB S.L.N.E,,2021-08-22,,"Via de Pacífica Gallo 235, Torrelavega",Torrelavega,Cantabria,España,+34 736639064,consultori.empresa@welfordbank.es,2024-04-23,Bronce,18444.94,Activo
434,Empresa,Inversiones Murillo S.L.L.,,1996-09-17,,"Glorieta Paloma Comas 157, Elche",Elche,Alicante,España,+34826193182,inversione.empresa@outlook.com,2020-09-16,Bronce,19618.4,Activo
435,Individual,Rómulo,Bello Palomar,2001-08-20,Mujer,"Pasaje Cesar Crespi 243, Avilés",Avilés,Asturias,España,+34975692076,romulo.bello@welfordbank.es,2024-05-17,Plata,16643.1,Activo
436,Individual,Gabriel,Estevez Cortes,1978-01-06,Mujer,"Calle de Eduardo Sevillano 163, Fuengirola",Fuengirola,Málaga,España,+34 843 35 61 33,gabriel.estevez@outlook.com,2020-10-24,Plata,29817.57,Activo
437,Empresa,Familia Sarmiento S.L.N.E,,2022-07-01,,"Alameda Jessica Castillo 151, Puertollano",Puertollano,Ciudad Real,España,+34 922 14 15 03,familiasar.empresa@outlook.com,2020-01-12,Plata,22238.46,Activo
438,Individual,Guillermo,Chico Cabo,1994-05-27,Hombre,"Glorieta de Edu Abril 148, Cáceres",Cáceres,Cáceres,España,+34 844 43 44 34,guillermo.chico@hotmail.com,2023-07-16,Oro,3127.78,Activo
439,Empresa,Villalobos y asociados S.L.,,1975-09-09,,"Via Florina Amo 247, Móstoles",Móstoles,Madrid,España,+34 972 813 972,villalobos.empresa@outlook.com,2023-12-02,Oro,10108.91,Inactivo
440,Empresa,Bueno y Vaquero S.Coop.,,1992-11-17,,"Paseo María Cristina Oliveras 130, Ceuta",Ceuta,Ceuta,España,+34924 160 307,buenoyvaqu.empresa@gmail.com,2025-03-22,Platino,2778.66,Inactivo
441,Empresa,Verdugo y asociados S.L.N.E,,2001-02-25,,"Glorieta Amado Múgica 58, Alcañiz",Alcañiz,Teruel,España,+34820 62 22 20,verdugoyas.empresa@outlook.com,2022-09-05,Plata,28517.63,Activo
442,Individual,Trinidad,Blanes Armengol,1995-07-23,Mujer,"Via Soraya Busquets 128, Dos Hermanas",Dos Hermanas,Sevilla,España,+34746972824,trinidad.blanes@hotmail.com,2022-12-17,Plata,16719.47,Activo
443,Individual,Sofía,Campo Córdoba,2006-08-17,Mujer,"Urbanización de Vicenta Cano 111, Mérida",Mérida,Badajoz,España,+34 984241309,sofia.campo@gmail.com,2024-02-07,Plata,29490.5,Activo
444,Empresa,Finanzas Sancho S.Coop.,,2007-05-25,,"Rambla de Albina Montoya 76, Guardo",Guardo,Palencia,España,+34 983 451 240,finanzassa.empresa@gmail.com,2024-10-17,Bronce,15806.16,Activo
445,Empresa,Comercializadora del Noroeste S.Com.,,1961-06-24,,"Via de Hortensia Palomino 60, Avilés",Avilés,Asturias,España,+34884 942 874,comerciali.empresa@welfordbank.es,2021-05-16,Plata,19556.18,Activo
446,Individual,Trinidad,Segovia Garrido,1982-04-30,Mujer,"Camino de Ildefonso Rocamora 178, Illescas",Illescas,Toledo,España,+34 927 794 394,trinidad.segovia@gmail.com,2020-12-31,Bronce,32523.75,Inactivo
447,Empresa,Paredes y Malo S.L.L.,,1970-04-20,,"Glorieta de Paulina Sanjuan 168, Tomelloso",Tomelloso,Ciudad Real,España,+34885225173,paredesyma.empresa@welfordbank.es,2025-03-06,Plata,19807.23,Activo
448,Individual,Dorotea,Pagès Vicente,1934-11-11,Mujer,"Pasaje Florencio Sarabia 109, Castellón de la Plana",Castellón de la Plana,Castellón,España,+34 901 616 072,dorotea.pages@gmail.com,2022-09-23,Plata,2592.91,Activo
449,Empresa,Calvo y Piñeiro S.Coop.,,1965-04-25,,"Via de Fidela López 99, Monzón",Monzón,Huesca,España,+34 976049046,calvoypine.empresa@gmail.com,2022-02-27,Plata,32799.04,Activo
450,Empresa,Hnos Ríos S.L.,,1969-05-09,,"Cañada Dionisia Jordán 193, Verín",Verín,Ourense,España,+34946 21 55 15,hnosriossl.empresa@outlook.com,2020-08-31,Plata,31767.73,Activo
451,Individual,Rosario,Sainz Sierra,1962-12-25,Mujer,"Plaza José Antonio Jordán 287, Eibar",Eibar,Guipúzcoa,España,+34707 35 89 57,rosario.sainz@outlook.com,2020-06-28,Bronce,26575.45,Activo
452,Individual,Alejo,Rocha Caro,1948-06-13,Mujer,"Paseo Leoncio Lorenzo 60, Santa Cruz de Tenerife",Santa Cruz de Tenerife,Santa Cruz de Tenerife,España,+34 977733708,alejo.rocha@gmail.com,2023-11-06,Bronce,10951.37,Activo
453,Individual,Ascensión,Salas Acero,1939-07-12,Hombre,"Ronda de Natividad Aroca 92, León",León,León,España,+34847 97 45 61,ascension.salas@outlook.com,2024-03-08,Oro,21255.58,Inactivo
